[14:36:53] name length 16
[14:36:53] GLError: 1281 Unknown error
[14:36:53] GLError: 1281 Unknown error
[14:36:53] GLError: 1281 Unknown error
[14:36:53] GLError: 1281 Unknown error
[14:36:53] GLError: 1281 Unknown error
[14:36:53] GLError: 1281 Unknown error
[14:36:53] GLError: 1281 Unknown error
[14:36:53] GLError: 1281 Unknown error
[14:36:53] GLError: 1281 Unknown error
[14:36:53] GLError: 1281 Unknown error
[14:36:53] GLError: 1281 Unknown error
[14:36:53] GLError: 1281 Unknown error
[14:36:53] GLError: 1281 Unknown error
[14:36:53] Client Connect
[14:36:53] Server Connect
[14:36:53] Player/PlayerAdd object
[14:36:53] SwordBase/SwordBaseAdd object
[14:36:53] Dummy/DummyAdd object
[14:36:53] Platform/PlatformAdd object
[14:36:53] GLError: 1282 Unknown error
[14:36:53] GLError: 1282 Unknown error
[14:36:53] GLError: 1282 Unknown error
[14:36:53] GLError: 1282 Unknown error
[14:36:53] GLError: 1282 Unknown error
[14:36:53] GLError: 1282 Unknown error
[14:36:53] GLError: 1282 Unknown error
[14:36:53] GLError: 1282 Unknown error
[14:36:53] GLError: 1282 Unknown error
[14:36:53] GLError: 1282 Unknown error
[14:36:53] GLError: 1282 Unknown error
[14:36:53] GLError: 1282 Unknown error
[14:36:53] GLError: 1282 Unknown error
[14:36:53] GLError: 1282 Unknown error
[14:36:53] GLError: 1282 Unknown error
[14:36:53] GLError: 1282 Unknown error
[14:36:53] GLError: 1282 Unknown error
[14:36:53] GLError: 1282 Unknown error
[14:36:53] GLError: 1282 Unknown error
[14:36:53] GLError: 1282 Unknown error
[14:36:53] GLError: 1282 Unknown error
[14:36:53] GLError: 1282 Unknown error
[14:36:53] GLError: 1282 Unknown error
[14:36:53] GLError: 1282 Unknown error
[14:36:53] GLError: 1282 Unknown error
[14:36:53] GLError: 1282 Unknown error
[14:36:53] GLError: 1282 Unknown error
[14:36:53] GLError: 1282 Unknown error
[14:36:53] GLError: 1282 Unknown error
[14:36:53] GLError: 1282 Unknown error
[14:36:53] GLError: 1282 Unknown error
[14:36:53] GLError: 1282 Unknown error
[14:36:53] GLError: 1282 Unknown error
[14:36:53] GLError: 1282 Unknown error
[14:36:53] GLError: 1282 Unknown error
[14:36:53] GLError: 1282 Unknown error
[14:36:53] GLError: 1282 Unknown error
[14:36:53] GLError: 1282 Unknown error
[14:36:53] GLError: 1282 Unknown error
[14:36:53] GLError: 1282 Unknown error
[14:37:05] VertexArray::drawLines - object is uninitialized!
[14:37:05] VertexArray::selectBuffer - object is uninitialized!
[14:37:05] VertexArray::drawLines - object is uninitialized!
[14:37:05] VertexArray::selectBuffer - object is uninitialized!
[14:37:05] VertexArray::drawLines - object is uninitialized!
[14:37:05] VertexArray::selectBuffer - object is uninitialized!
[14:37:05] VertexArray::drawLines - object is uninitialized!
[14:37:05] VertexArray::selectBuffer - object is uninitialized!
[14:37:05] VertexArray::drawLines - object is uninitialized!
[14:37:05] VertexArray::selectBuffer - object is uninitialized!
[14:37:05] VertexArray::drawLines - object is uninitialized!
[14:37:05] VertexArray::selectBuffer - object is uninitialized!
[14:37:05] VertexArray::drawLines - object is uninitialized!
[14:37:05] VertexArray::selectBuffer - object is uninitialized!
[14:37:05] VertexArray::drawLines - object is uninitialized!
[14:37:05] VertexArray::selectBuffer - object is uninitialized!
[14:37:05] VertexArray::drawLines - object is uninitialized!
[14:37:05] VertexArray::selectBuffer - object is uninitialized!
[14:37:05] VertexArray::drawLines - object is uninitialized!
[14:37:05] VertexArray::selectBuffer - object is uninitialized!
[14:37:05] VertexArray::drawLines - object is uninitialized!
[14:37:05] VertexArray::selectBuffer - object is uninitialized!
[14:37:05] VertexArray::drawLines - object is uninitialized!
[14:37:05] VertexArray::selectBuffer - object is uninitialized!
[14:37:05] VertexArray::drawLines - object is uninitialized!
[14:37:05] VertexArray::selectBuffer - object is uninitialized!
[14:37:05] VertexArray::drawLines - object is uninitialized!
[14:37:05] VertexArray::selectBuffer - object is uninitialized!
[14:37:05] VertexArray::drawLines - object is uninitialized!
[14:37:05] VertexArray::selectBuffer - object is uninitialized!
[14:37:05] VertexArray::drawLines - object is uninitialized!
[14:37:05] VertexArray::selectBuffer - object is uninitialized!
[14:37:05] VertexArray::drawLines - object is uninitialized!
[14:37:05] VertexArray::selectBuffer - object is uninitialized!
[14:37:05] VertexArray::drawLines - object is uninitialized!
[14:37:05] VertexArray::selectBuffer - object is uninitialized!
[14:37:05] VertexArray::drawLines - object is uninitialized!
[14:37:05] VertexArray::selectBuffer - object is uninitialized!
[14:37:05] VertexArray::drawLines - object is uninitialized!
[14:37:05] VertexArray::selectBuffer - object is uninitialized!
[14:37:05] VertexArray::drawLines - object is uninitialized!
[14:37:05] VertexArray::selectBuffer - object is uninitialized!
[14:37:05] VertexArray::drawLines - object is uninitialized!
[14:37:05] VertexArray::selectBuffer - object is uninitialized!
[14:37:05] VertexArray::drawLines - object is uninitialized!
[14:37:05] VertexArray::selectBuffer - object is uninitialized!
[14:37:05] VertexArray::drawLines - object is uninitialized!
[14:37:05] VertexArray::selectBuffer - object is uninitialized!
[14:37:05] VertexArray::drawLines - object is uninitialized!
[14:37:05] VertexArray::selectBuffer - object is uninitialized!
[14:37:05] VertexArray::drawLines - object is uninitialized!
[14:37:05] VertexArray::selectBuffer - object is uninitialized!
[14:37:05] VertexArray::drawLines - object is uninitialized!
[14:37:05] VertexArray::selectBuffer - object is uninitialized!
[14:37:05] VertexArray::drawLines - object is uninitialized!
[14:37:06] VertexArray::selectBuffer - object is uninitialized!
[14:37:06] VertexArray::drawLines - object is uninitialized!
[14:37:06] VertexArray::selectBuffer - object is uninitialized!
[14:37:06] VertexArray::drawLines - object is uninitialized!
[14:37:06] VertexArray::selectBuffer - object is uninitialized!
[14:37:06] VertexArray::drawLines - object is uninitialized!
[14:37:06] VertexArray::selectBuffer - object is uninitialized!
[14:37:06] VertexArray::drawLines - object is uninitialized!
[14:37:06] VertexArray::selectBuffer - object is uninitialized!
[14:37:06] VertexArray::drawLines - object is uninitialized!
[14:37:06] VertexArray::selectBuffer - object is uninitialized!
[14:37:06] VertexArray::drawLines - object is uninitialized!
[14:37:06] VertexArray::selectBuffer - object is uninitialized!
[14:37:06] VertexArray::drawLines - object is uninitialized!
[14:37:06] VertexArray::selectBuffer - object is uninitialized!
[14:37:06] VertexArray::drawLines - object is uninitialized!
[14:37:06] VertexArray::selectBuffer - object is uninitialized!
[14:37:06] VertexArray::drawLines - object is uninitialized!
[14:37:06] VertexArray::selectBuffer - object is uninitialized!
[14:37:06] VertexArray::drawLines - object is uninitialized!
[14:37:06] VertexArray::selectBuffer - object is uninitialized!
[14:37:06] VertexArray::drawLines - object is uninitialized!
[14:37:06] VertexArray::selectBuffer - object is uninitialized!
[14:37:06] VertexArray::drawLines - object is uninitialized!
[14:37:06] VertexArray::selectBuffer - object is uninitialized!
[14:37:06] VertexArray::drawLines - object is uninitialized!
[14:37:06] VertexArray::selectBuffer - object is uninitialized!
[14:37:06] VertexArray::drawLines - object is uninitialized!
[14:37:06] VertexArray::selectBuffer - object is uninitialized!
[14:37:06] VertexArray::drawLines - object is uninitialized!
[14:37:06] VertexArray::selectBuffer - object is uninitialized!
[14:37:06] VertexArray::drawLines - object is uninitialized!
[14:37:06] VertexArray::selectBuffer - object is uninitialized!
[14:37:06] VertexArray::drawLines - object is uninitialized!
[14:37:06] VertexArray::selectBuffer - object is uninitialized!
[14:37:06] VertexArray::drawLines - object is uninitialized!
[14:37:06] VertexArray::selectBuffer - object is uninitialized!
[14:37:06] VertexArray::drawLines - object is uninitialized!
[14:37:06] VertexArray::selectBuffer - object is uninitialized!
[14:37:06] VertexArray::drawLines - object is uninitialized!
[14:37:06] VertexArray::selectBuffer - object is uninitialized!
[14:37:06] VertexArray::drawLines - object is uninitialized!
[14:37:06] VertexArray::selectBuffer - object is uninitialized!
[14:37:06] VertexArray::drawLines - object is uninitialized!
[14:37:06] VertexArray::selectBuffer - object is uninitialized!
[14:37:06] VertexArray::drawLines - object is uninitialized!
[14:37:06] VertexArray::selectBuffer - object is uninitialized!
[14:37:06] VertexArray::drawLines - object is uninitialized!
[14:37:06] VertexArray::selectBuffer - object is uninitialized!
[14:37:06] VertexArray::drawLines - object is uninitialized!
[14:37:06] VertexArray::selectBuffer - object is uninitialized!
[14:37:06] VertexArray::drawLines - object is uninitialized!
[14:37:06] VertexArray::selectBuffer - object is uninitialized!
[14:37:06] VertexArray::drawLines - object is uninitialized!
[14:37:06] VertexArray::selectBuffer - object is uninitialized!
[14:37:06] VertexArray::drawLines - object is uninitialized!
[14:37:06] VertexArray::selectBuffer - object is uninitialized!
[14:37:06] VertexArray::drawLines - object is uninitialized!
[14:37:06] VertexArray::selectBuffer - object is uninitialized!
[14:37:06] VertexArray::drawLines - object is uninitialized!
[14:37:06] VertexArray::selectBuffer - object is uninitialized!
[14:37:06] VertexArray::drawLines - object is uninitialized!
[14:37:06] VertexArray::selectBuffer - object is uninitialized!
[14:37:06] VertexArray::drawLines - object is uninitialized!
[14:37:06] VertexArray::selectBuffer - object is uninitialized!
[14:37:06] VertexArray::drawLines - object is uninitialized!
[14:37:06] VertexArray::selectBuffer - object is uninitialized!
[14:37:06] VertexArray::drawLines - object is uninitialized!
[14:37:06] VertexArray::selectBuffer - object is uninitialized!
[14:37:06] VertexArray::drawLines - object is uninitialized!
[14:37:06] VertexArray::selectBuffer - object is uninitialized!
[14:37:06] VertexArray::drawLines - object is uninitialized!
[14:37:06] VertexArray::selectBuffer - object is uninitialized!
[14:37:06] VertexArray::drawLines - object is uninitialized!
[14:37:06] VertexArray::selectBuffer - object is uninitialized!
[14:37:06] VertexArray::drawLines - object is uninitialized!
[14:37:06] VertexArray::selectBuffer - object is uninitialized!
[14:37:06] VertexArray::drawLines - object is uninitialized!
[14:37:06] Server Stopped
[14:37:06] Server Disconnect
[14:37:06] Client Disconnect
[14:37:06] VertexArray::selectBuffer - object is uninitialized!
[14:37:06] VertexArray::drawLines - object is uninitialized!
[14:37:06] VertexArray::selectBuffer - object is uninitialized!
[14:37:06] VertexArray::drawLines - object is uninitialized!
[14:37:06] VertexArray::selectBuffer - object is uninitialized!
[14:37:06] VertexArray::drawLines - object is uninitialized!
[14:37:06] VertexArray::selectBuffer - object is uninitialized!
[14:37:06] VertexArray::drawLines - object is uninitialized!
[14:37:06] VertexArray::selectBuffer - object is uninitialized!
[14:37:06] VertexArray::drawLines - object is uninitialized!
[14:37:06] VertexArray::selectBuffer - object is uninitialized!
[14:37:06] VertexArray::drawLines - object is uninitialized!
[14:37:06] VertexArray::selectBuffer - object is uninitialized!
[14:37:06] VertexArray::drawLines - object is uninitialized!
[14:37:06] VertexArray::selectBuffer - object is uninitialized!
[14:37:06] VertexArray::drawLines - object is uninitialized!
[14:37:06] VertexArray::selectBuffer - object is uninitialized!
[14:37:06] VertexArray::drawLines - object is uninitialized!
[14:37:06] VertexArray::selectBuffer - object is uninitialized!
[14:37:06] VertexArray::drawLines - object is uninitialized!
[14:37:06] VertexArray::selectBuffer - object is uninitialized!
[14:37:06] VertexArray::drawLines - object is uninitialized!
[14:37:06] VertexArray::selectBuffer - object is uninitialized!
[14:37:06] VertexArray::drawLines - object is uninitialized!
[14:37:06] VertexArray::selectBuffer - object is uninitialized!
[14:37:06] VertexArray::drawLines - object is uninitialized!
[14:37:06] VertexArray::selectBuffer - object is uninitialized!
[14:37:06] VertexArray::drawLines - object is uninitialized!
[14:37:06] VertexArray::selectBuffer - object is uninitialized!
[14:37:06] VertexArray::drawLines - object is uninitialized!
[14:37:06] VertexArray::selectBuffer - object is uninitialized!
[14:37:06] VertexArray::drawLines - object is uninitialized!
[14:37:06] VertexArray::selectBuffer - object is uninitialized!
[14:37:06] VertexArray::drawLines - object is uninitialized!
[14:37:06] VertexArray::selectBuffer - object is uninitialized!
[14:37:06] VertexArray::drawLines - object is uninitialized!
[14:37:06] VertexArray::selectBuffer - object is uninitialized!
[14:37:06] VertexArray::drawLines - object is uninitialized!
[14:37:06] VertexArray::selectBuffer - object is uninitialized!
[14:37:06] VertexArray::drawLines - object is uninitialized!
[14:37:06] VertexArray::selectBuffer - object is uninitialized!
[14:37:06] VertexArray::drawLines - object is uninitialized!
[14:37:06] VertexArray::selectBuffer - object is uninitialized!
[14:37:06] VertexArray::drawLines - object is uninitialized!
[14:37:06] VertexArray::selectBuffer - object is uninitialized!
[14:37:06] VertexArray::drawLines - object is uninitialized!
[14:37:06] VertexArray::selectBuffer - object is uninitialized!
[14:37:06] VertexArray::drawLines - object is uninitialized!
[14:37:06] VertexArray::selectBuffer - object is uninitialized!
[14:37:06] VertexArray::drawLines - object is uninitialized!
[14:37:06] VertexArray::selectBuffer - object is uninitialized!
[14:37:06] VertexArray::drawLines - object is uninitialized!
[14:37:06] VertexArray::selectBuffer - object is uninitialized!
[14:37:06] VertexArray::drawLines - object is uninitialized!
[14:37:06] VertexArray::selectBuffer - object is uninitialized!
[14:37:06] VertexArray::drawLines - object is uninitialized!
[14:37:06] VertexArray::selectBuffer - object is uninitialized!
[14:37:06] VertexArray::drawLines - object is uninitialized!
[14:37:06] VertexArray::selectBuffer - object is uninitialized!
[14:37:06] VertexArray::drawLines - object is uninitialized!
[14:37:06] VertexArray::selectBuffer - object is uninitialized!
[14:37:06] VertexArray::drawLines - object is uninitialized!
[14:37:06] VertexArray::selectBuffer - object is uninitialized!
[14:37:06] VertexArray::drawLines - object is uninitialized!
[14:37:06] VertexArray::selectBuffer - object is uninitialized!
[14:37:06] VertexArray::drawLines - object is uninitialized!
[14:37:06] VertexArray::selectBuffer - object is uninitialized!
[14:37:06] VertexArray::drawLines - object is uninitialized!
[14:37:06] VertexArray::selectBuffer - object is uninitialized!
[14:37:06] VertexArray::drawLines - object is uninitialized!
[14:37:06] VertexArray::selectBuffer - object is uninitialized!
[14:37:06] VertexArray::drawLines - object is uninitialized!
[14:37:06] VertexArray::selectBuffer - object is uninitialized!
[14:37:06] VertexArray::drawLines - object is uninitialized!
[14:37:06] VertexArray::selectBuffer - object is uninitialized!
[14:37:06] VertexArray::drawLines - object is uninitialized!
[14:37:06] VertexArray::selectBuffer - object is uninitialized!
[14:37:06] VertexArray::drawLines - object is uninitialized!
[14:37:06] VertexArray::selectBuffer - object is uninitialized!
[14:37:06] VertexArray::drawLines - object is uninitialized!
[14:37:06] VertexArray::selectBuffer - object is uninitialized!
[14:37:06] VertexArray::drawLines - object is uninitialized!
[14:37:06] VertexArray::selectBuffer - object is uninitialized!
[14:37:06] VertexArray::drawLines - object is uninitialized!
[14:37:06] VertexArray::selectBuffer - object is uninitialized!
[14:37:06] VertexArray::drawLines - object is uninitialized!
[14:37:06] VertexArray::selectBuffer - object is uninitialized!
[14:37:06] VertexArray::drawLines - object is uninitialized!
[14:37:06] VertexArray::selectBuffer - object is uninitialized!
[14:37:06] VertexArray::drawLines - object is uninitialized!
[14:37:06] VertexArray::selectBuffer - object is uninitialized!
[14:37:06] VertexArray::drawLines - object is uninitialized!
[14:37:06] VertexArray::selectBuffer - object is uninitialized!
[14:37:06] VertexArray::drawLines - object is uninitialized!
[14:37:06] VertexArray::selectBuffer - object is uninitialized!
[14:37:06] VertexArray::drawLines - object is uninitialized!
[14:37:06] VertexArray::selectBuffer - object is uninitialized!
[14:37:06] VertexArray::drawLines - object is uninitialized!
[14:37:06] VertexArray::selectBuffer - object is uninitialized!
[14:37:06] VertexArray::drawLines - object is uninitialized!
[14:37:06] VertexArray::selectBuffer - object is uninitialized!
[14:37:06] VertexArray::drawLines - object is uninitialized!
[14:37:06] VertexArray::selectBuffer - object is uninitialized!
[14:37:06] VertexArray::drawLines - object is uninitialized!
[14:37:06] VertexArray::selectBuffer - object is uninitialized!
[14:37:06] VertexArray::drawLines - object is uninitialized!
[14:37:06] VertexArray::selectBuffer - object is uninitialized!
[14:37:06] VertexArray::drawLines - object is uninitialized!
[14:37:06] VertexArray::selectBuffer - object is uninitialized!
[14:37:06] VertexArray::drawLines - object is uninitialized!
[14:37:06] VertexArray::selectBuffer - object is uninitialized!
[14:37:06] VertexArray::drawLines - object is uninitialized!
[14:37:06] VertexArray::selectBuffer - object is uninitialized!
[14:37:06] VertexArray::drawLines - object is uninitialized!
[14:37:06] VertexArray::selectBuffer - object is uninitialized!
[14:37:06] VertexArray::drawLines - object is uninitialized!
[14:37:06] VertexArray::selectBuffer - object is uninitialized!
[14:37:06] VertexArray::drawLines - object is uninitialized!
[14:37:06] VertexArray::selectBuffer - object is uninitialized!
[14:37:06] VertexArray::drawLines - object is uninitialized!
[14:37:06] VertexArray::selectBuffer - object is uninitialized!
[14:37:06] VertexArray::drawLines - object is uninitialized!
[14:37:06] VertexArray::selectBuffer - object is uninitialized!
[14:37:06] VertexArray::drawLines - object is uninitialized!
[14:37:06] VertexArray::selectBuffer - object is uninitialized!
[14:37:06] VertexArray::drawLines - object is uninitialized!
[14:37:06] VertexArray::selectBuffer - object is uninitialized!
[14:37:06] VertexArray::drawLines - object is uninitialized!
[14:37:06] VertexArray::selectBuffer - object is uninitialized!
[14:37:06] VertexArray::drawLines - object is uninitialized!
[14:37:06] VertexArray::selectBuffer - object is uninitialized!
